19419,56,2.5
8604,207,4.5
1108,207,2.5
32425,10,4.5
4676,981,4.5
2397,599,4.5
16751,324,1.5
6559,121,1.5
6558,173,3.5
26964,298,3.5
551,509,4.5
24741,23,4
11311,660,3
2851,610,3.5
25008,60,2.5
9888,333,4.5
497,930,3
2186,198,5
3374,1874,3.5
8806,41,3.5
5318,199,3.5
1859,74,4
3437,92,3.5
1609,3901,4.5
6657,764,3.5
12132,63,3
16169,979,4.5
5635,353,1.5
13094,153,3.5
1261,492,4
3001,1571,4.5
4139,2501,0.5
14214,338,4.5
3897,509,0
5111,9,3.5
22417,106,3.5
5383,461,2.5
18468,158,4.5
12083,82,3.5
1040,265,4.5
20190,856,4.5
14156,890,3.5
7158,40,4
1209,1449,4.5
4718,589,4
7839,2269,3.5
4404,927,1
8649,160,2.5
13547,1287,4.5
9190,116,4.5
7814,194,3
7058,67,4.5
5814,760,4.5
14863,1079,4.5
4436,492,3
18668,949,1.5
11975,210,3.5
6376,313,3
1473,2036,4
6213,479,4.5
6626,1248,3.5
12479,957,3
9579,180,4.5
26278,27,4.5
1094,372,2.5
356,1278,4
10647,75,4.5
22030,182,4.5
16060,1254,3
8802,746,2.5
19408,77,4.5
931,216,3
1038,58,3
4035,178,4.5
16460,914,2.5
22825,398,4.5
1287,657,2.5
14185,258,3.5
7915,358,4.5
2742,64,3.5
18221,149,4
18203,116,4.5
13531,62,3.5
498,443,2.5
12967,249,4
3085,27,3.5
8296,47,2.5
190,1281,3.5
21163,450,4.5
2882,584,4
2750,50,4
5086,1668,3.5
6695,1436,1.5
238,2103,3
6163,232,4
20312,1735,2.5
8989,198,4.5
1385,536,3.5
556,792,3.5
1918,1309,3.5
983,63,3
13626,985,3
2768,873,2.5
3717,113,3.5
411,420,0.5
20391,125,1
2521,878,3.5
6968,985,3.5
8547,298,4.5
3874,549,3.5
12806,509,4.5
1306,61,2
2143,63,3.5
10815,49,4.5
19906,3,4.5
17246,49,4.5
2718,959,3
2625,353,3
1255,571,4.5
1641,649,2.5
4710,388,1.5
516,839,3.5
426,2010,2.5
26832,536,5
1644,1436,2
25652,72,3.5
15393,447,4
2331,187,4.5
21479,547,4.5
2360,47,3
10067,327,4.5
11975,186,3.5
18334,324,2.5
1062,1111,4
8584,198,4.5
1661,2034,2.5
245,180,4.5
10853,207,3.5
9517,44,4
400,1087,4.5
8208,146,3
914,420,3.5
2502,32,4
11784,139,4
3638,705,4.5
12958,343,3.5
8016,456,2.5
6868,65,4
9360,268,4
25188,99,4
19741,498,0
5635,262,3
8748,1957,3
10346,131,3
4787,220,5
6732,47,1.5
3536,30,5
19251,442,4.5
952,81,3.5
2803,198,3.5
2532,109,4.5
3931,81,4.5
1316,945,4
9831,163,2.5
24331,674,3.5
2544,547,2.5
11977,32,4
3091,76,3.5
862,1200,2.5
1602,564,4.5
10145,129,3
18360,535,3
13989,3656,5
11079,56,0.5
15174,198,2.5
26444,107,4.5
467,4365,5
4750,73,4.5
18161,10,5
29139,372,4
4145,1178,3.5
3717,2647,3
1922,251,4.5
196,142,4.5
10766,65,3.5
5167,529,2.5
17496,914,3.5
6147,263,4.5
18991,273,1
17442,53,4.5
20867,40,1.5
3585,3,4.5
12930,39,4.5
8203,438,2.5
27804,135,4.5
25053,135,4.5
13962,516,3.5
697,84,2.5
2556,29,3.5
21671,207,3.5
18422,10,5
121,41,0.5
7397,300,3.5
16080,117,4.5
5139,481,4.5
2946,387,3.5
7543,489,1.5
10713,200,3.5
2109,72,2.5
15023,157,4.5
3804,1,4
3,485,3.5
24974,96,3.5
5825,222,4
9072,8,3.5
20691,144,5
1005,1791,3
5700,328,3.5
23956,447,4.5
238,317,3.5
897,31,4.5
5415,1715,3
4408,535,3.5
15128,30,4.5
1917,31,4.5
6775,1570,3.5
6630,3554,3.5
8259,72,3.5
25221,107,5
18364,1517,3.5
9443,834,3.5
31324,136,4.5
1547,268,3.5
3452,2671,3.5
5702,4354,2.5
20253,39,4.5
6720,611,4
8344,73,3
2187,1184,2
21156,363,3.5
13914,49,4.5
24643,936,3.5
3583,659,4
7650,1825,4
1264,188,3.5
10317,118,3.5
20968,525,3.5
1920,1579,4.5
14330,688,4
3408,515,1.5
23531,49,2
8370,61,4.5
1874,431,2
9704,583,4.5
18185,149,1.5
17126,211,4.5
14611,207,2.5
3650,301,4.5
10415,107,4.5
4091,191,3
30173,2577,5
12738,549,4.5
23256,96,1.5
21538,486,3.5
8126,1999,4.5
7464,30,4.5
13701,50,5
11758,444,2.5
2083,18,1.5
29042,611,4.5
3132,3,4.5
4310,485,3.5
3104,552,3.5
1562,328,3
6246,2034,2.5
6799,752,3.5
4507,77,4
2107,159,4
87,229,4.5
9129,997,4
8980,810,3.5
20110,273,4
10631,571,4
9949,234,3
14239,198,3.5
2803,3,4.5
411,711,1.5
7502,31,4.5
27553,136,4.5
1930,167,5
16487,159,3
14026,1267,3.5
16501,222,4
2299,697,3.5
20205,448,3
418,411,4
14460,5,2.5
27249,96,3.5
7026,282,1.5
28647,2608,4.5
17065,190,1
4782,27,4.5
12951,316,4.5
6871,2414,3.5
7170,103,1.5
20389,777,3.5
395,1248,4.5
3107,1091,1.5
4817,372,4.5
15721,178,3.5
19214,81,4.5
9814,530,2
7199,146,4
7042,390,4
9948,789,4.5
1481,17,5
1221,638,4
12298,692,4.5
1063,29,4.5
108,584,4
31107,352,3
2525,166,3.5
29443,501,1.5
13629,1291,4.5
3717,1332,1.5
1480,486,4.5
26577,26,4.5
1942,81,2.5
2189,151,3
20683,2641,4.5
11918,538,4.5
3600,663,2.5
11556,127,4.5
5441,30,3.5
21604,139,4.5
9780,213,1.5
9631,492,5
397,135,4.5
3611,901,3.5
8514,180,5
13941,371,3.5
27521,444,2.5
8559,10,4.5
3143,511,1.5
10902,273,0.5
20371,631,3.5
10129,243,4.5
112,36,3.5
765,1511,2.5
10529,163,4
1122,349,4.5
19283,2953,3.5
10774,264,4.5
1473,2095,3.5
4076,33,4
23542,61,4.5
17905,328,4.5
30569,490,2
10025,324,3.5
5036,146,3
1225,257,3
6185,75,4
14974,25,1
9904,979,2.5
15814,361,3.5
6639,444,4.5
9455,261,4.5
1619,116,4.5
33712,39,4.5
3494,11,3.5
9463,377,2.5
16174,657,4.5
1730,1881,2
28318,1408,4
5539,360,2
1886,558,2.5
27083,106,2.5
11529,163,4
5065,804,2
10139,169,3.5
426,1133,3.5
8016,873,2.5
4798,131,4
3463,60,2.5
26331,27,3.5
117,1020,4.5
3692,255,4
31456,941,4
1987,435,4.5
5480,118,5
23917,934,5
2637,465,0
12384,153,1.5
7302,1021,2
52,373,1
31140,315,1.5
3530,474,3.5
6892,52,1.5
10687,297,2
20316,582,5
7293,338,3.5
2151,577,2.5
1707,43,1.5
10395,268,4.5
10063,3014,3.5
18332,1107,4.5
13261,127,4
3989,6,3
1249,321,4.5
7082,169,4
31617,61,4.5
5778,744,4
426,83,4.5
5489,45,3.5
6753,44,4.5
6295,1070,3.5
16213,298,0
5347,6,3.5
2018,1939,2
5451,525,3
30371,160,3.5
1617,65,4.5
3671,265,3.5
291,912,3.5
20457,39,4.5
2025,354,4
983,244,2.5
14320,123,2.5
13346,249,4
14104,250,3.5
4172,583,1.5
326,777,3.5
14121,501,4
30399,106,2
12975,118,4.5
428,87,2.5
14568,127,1.5
10893,1248,4.5
8316,109,4.5
15536,3061,4.5
5899,56,4.5
4135,244,3.5
7224,103,4
24553,49,2
897,1417,5
12765,27,3.5
13147,592,2.5
465,38,4.5
14105,222,4.5
1389,803,5
1699,313,4.5
3383,577,1
4986,31,3.5
13380,58,5
3793,337,4.5
20433,257,1.5
12168,328,4.5
7766,132,3.5
18964,637,4
2294,602,1.5
5316,191,3.5
2389,158,4.5
18257,614,2.5
6693,163,4.5
7456,318,3
1219,89,2.5
2515,117,2.5
18698,198,3.5
22415,182,4.5
10279,608,3
5316,697,3.5
27431,135,4.5
1842,261,3.5
5239,317,1
15338,171,4.5
7236,2013,0
4585,167,3.5
127,813,3.5
894,854,2.5
4794,828,4
7961,498,3.5
7441,291,1
5317,249,0
12892,116,4.5
29350,135,5
1083,647,4.5
25879,7,3.5
31401,104,4.5
5871,508,2.5
2107,103,3.5
970,607,3
6127,239,3.5
13865,215,4
19758,260,1
19818,76,4.5
280,282,3.5
11456,13,4.5
1347,35,5
28469,282,2.5
4667,580,3
952,176,4.5
9285,251,4.5
8660,132,4.5
27092,47,1.5
4458,1947,4.5
23712,31,3.5
2167,1955,1.5
23069,773,4
7457,60,4.5
8486,50,3
7375,270,5
13584,444,2.5
4575,4207,4.5
11109,331,3
18287,124,3.5
934,361,2.5
23164,3,4.5
30738,87,3
5811,2034,0.5
7098,92,3.5
11675,540,4
11395,492,4.5
33649,60,2.5
324,263,3.5
11879,390,4.5
15954,106,3.5
2239,826,4.5
28705,31,3
7581,448,2.5
28262,65,2.5
6552,457,2.5
18404,702,4.5
1571,216,2.5
9310,23,4.5
533,342,4.5
10250,336,3
20366,92,4.5
1183,222,2.5
24,1570,1
8149,1304,4.5
4201,490,3.5
16051,126,4.5
12833,135,4.5
619,592,2.5
2380,129,3.5
4592,365,3.5
1260,127,4
20097,31,4.5
21598,84,3.5
1835,2403,0.5
14764,129,3.5
3599,818,2.5
1597,40,4
18422,144,4.5
2239,151,4
3380,647,3
934,2035,3.5
12081,89,4.5
4236,1087,3
6177,1326,3
5895,60,2.5
31545,28,4.5
16061,109,4.5
9786,135,3.5
2422,40,3.5
6439,268,4.5
10318,129,0
930,1096,4.5
2782,1103,4
1607,518,3
9578,559,1.5
9987,5,4.5
11735,40,4
8343,74,3.5
21452,499,3
2085,198,2.5
22978,60,2.5
17888,170,3.5
1705,134,3.5
14256,72,3.5
1236,1398,3.5
4610,53,4.5
3967,2546,3.5
5574,220,5
17848,11,4.5
9072,336,3
7171,65,4
16536,1655,2.5
25326,352,3.5
9882,284,3.5
5412,39,4
7717,492,4.5
23125,1016,0.5
19767,129,3.5
116,92,4.5
20596,207,4.5
13858,195,2.5
3853,68,4
23971,49,3.5
12253,244,2.5
5354,149,5
4683,299,4
6953,115,3.5
19238,116,4
10463,576,1.5
20430,72,3.5
1989,77,2.5
15232,504,3.5
1869,501,3.5
603,677,2.5
5928,45,3.5
175,173,3.5
7647,1149,3.5
1425,118,4.5
9704,519,3.5
2351,576,4.5
7780,96,2.5
32758,76,2.5
13011,1466,3
8554,273,1
374,158,1
22719,270,4.5
19567,537,4.5
1080,1779,2
12093,27,4.5
4527,364,3.5
1927,637,1
6866,284,4.5
411,234,3.5
9302,87,4.5
9517,390,4
6538,1,3.5
15737,315,4
10152,11,4.5
2170,33,3
130,49,3
4656,2173,0.5
1154,118,4.5
5660,372,2.5
4150,262,1.5
10551,49,5
4650,298,2.5
12037,61,4.5
6030,27,4.5
3981,479,5
3521,635,4
7696,534,1
1934,22,3.5
6325,87,3.5
3259,114,3.5
18042,1362,4
1676,3174,2
12408,198,5
18984,65,3.5
14502,65,4.5
15758,149,0.5
691,577,3
13161,191,0
12554,3,4.5
7750,32,4
3478,1399,3.5
9374,1522,3.5
12670,60,4.5
6702,572,4
2210,157,3.5
5285,11,4.5
13964,99,3.5
1565,27,2.5
2502,583,4.5
13000,1411,3
12237,297,2.5
16743,58,5
17813,762,2
7395,136,2.5
10104,498,3.5
4766,444,2.5
415,547,4
13132,516,1
11312,8,4.5
30953,123,4
16891,195,4.5
11998,1887,4.5
473,207,0.5
13667,608,3.5
14825,382,4.5
11939,223,2.5
2010,121,3.5
19739,2569,3.5
2627,86,3.5
9864,878,3
2341,59,4.5
23586,49,3.5
28080,118,4.5
1117,1434,2
20437,464,2.5
13758,571,4.5
6571,421,1.5
6076,1,4.5
106,929,4.5
9463,926,3.5
22225,596,4.5
837,229,2.5
14296,165,3
2006,509,2.5
1454,231,2.5
285,2508,2.5
647,2144,4
1907,760,3
7826,3010,4.5
341,394,2.5
4630,49,4.5
2602,122,4
1142,71,2.5
16043,889,3.5
12110,607,3.5
6049,854,2
12296,181,4.5
15062,198,5
7582,570,4.5
7371,134,3.5
466,631,4
1091,1413,3.5
14373,92,5
30984,471,3
537,461,4.5
7270,198,4
22813,63,4.5
77,1284,3
11034,290,4.5
12065,284,3.5
16060,504,3
4055,200,4
6456,598,5
5344,236,3
13175,597,4.5
7715,30,2
18203,251,3.5
7015,41,4
14507,226,2.5
1285,280,3.5
8042,75,4.5
6695,433,4.5
8382,27,4
226,2436,2.5
21209,186,5
10009,8,3
1119,1112,2
7454,134,3
25480,96,5
13900,1359,2.5
9460,73,4.5
9280,106,4.5
3797,443,4.5
7866,1408,3.5
2409,250,3.5
3961,45,4.5
1854,104,0.5
25785,123,3
3482,6,3.5
1656,99,4.5
20341,63,0
2508,2414,1.5
29236,60,3.5
14053,870,4.5
1328,3,4.5
3430,970,3
12088,1412,4
25223,981,4.5
23805,266,2.5
1376,1487,2.5
38,107,4.5
24651,65,2.5
12176,72,4.5
8559,243,4
5923,1012,3.5
10415,3,2.5
5767,249,2.5
14502,479,3.5
16587,58,2.5
31590,390,4
29834,60,3.5
22697,349,4.5
16306,974,2.5
20438,635,3.5
12280,178,4.5
6776,334,3
25975,270,4.5
9739,583,1
6341,226,4
5884,2013,1.5
559,1076,3
18843,547,2.5
376,136,3.5
2894,260,2
5178,575,3
33809,41,2.5
20612,381,5
21218,222,4.5
2910,65,3.5
13586,117,4
7111,43,2.5
9744,108,4.5
5009,669,3.5
3065,153,4.5
2498,696,4
3450,262,4
11074,21,4.5
1123,673,2
21763,194,3
8615,365,3.5
22417,27,4.5
12841,607,3
30919,319,1
6246,871,4.5
1264,1490,5
12044,74,2.5
9211,1,4
5450,60,2.5
5414,135,3
3433,488,3.5
393,29,4.5
920,115,3.5
883,358,3.5
20689,547,4.5
1882,158,4.5
1065,958,4.5
9764,270,4.5
4924,930,3.5
1163,563,2.5
17335,6,4.5
7132,72,3.5
6598,620,3.5
11762,298,3.5
15742,414,3.5
24542,106,4.5
327,273,3.5
390,371,3.5
29169,104,4.5
13064,146,4
7411,151,3
34807,190,4
2294,170,2.5
9894,296,4.5
20154,263,2.5
3747,1572,2.5
256,96,5
31067,180,4.5
5603,144,3
329,448,2.5
10732,481,4
12347,185,1.5
20500,201,4.5
19593,236,4.5
3531,61,4.5
4546,56,3
4782,71,1.5
17390,181,3.5
16657,694,4.5
9567,604,3.5
14821,151,1.5
681,273,4
1144,290,3.5
8476,63,4.5
2138,64,3
2091,313,4
5068,96,4.5
24,544,2.5
14229,3,4.5
6489,464,4
5448,1347,5
1464,82,4.5
13879,582,4.5
983,583,3
10117,1146,4.5
31050,466,2.5
606,157,3
3150,1309,3.5
20592,158,3
522,390,5
4603,61,4.5
8391,282,3.5
10185,11,4.5
9816,59,2
712,116,3
6218,245,3.5
9057,198,5
3248,486,2.5
28948,11,1.5
1044,222,4.5
16133,27,3
3913,1249,2.5
20609,601,4
4755,15,3
13915,58,4.5
341,170,3.5
12353,53,3
3860,486,3.5
8703,107,3.5
9091,647,1.5
23276,198,2
26276,62,3.5
25121,547,3.5
5391,3471,3.5
2966,8,4.5
32377,60,1.5
4677,1515,2.5
22810,142,3.5
10307,188,4.5
8848,201,2.5
666,169,2.5
18484,22,2.5
3894,869,3.5
13914,283,4.5
16587,198,4.5
626,549,4.5
17361,270,3
18288,167,4
22341,39,4.5
2252,623,3
3212,1058,4.5
3042,1107,3.5
3149,166,3.5
29327,39,4.5
3250,134,3.5
9694,30,4.5
6119,149,2.5
18075,135,4.5
10291,504,3.5
23339,329,3.5
33084,27,0.5
22992,395,3.5
22077,30,4
3857,992,3.5
2979,5,4.5
18550,146,4
1705,551,3
18957,207,3.5
9695,426,0.5
1162,151,2
3395,540,4.5
21486,118,5
16924,38,3.5
27851,136,2.5
27021,166,4.5
4784,146,3.5
15548,84,4
86,450,2.5
4993,442,3
4663,1087,3.5
5136,394,1.5
2957,581,4.5
7616,73,4.5
411,13,4.5
5421,4492,3
8454,75,5
23186,578,4.5
11974,74,5
18021,570,4.5
2892,574,2.5
14239,106,2.5
3077,1287,2.5
5812,519,4.5
24751,752,3
204,1671,2.5
21426,3303,2.5
5981,220,4
14834,41,3.5
6855,367,3
1930,1966,3.5
15988,89,4.5
8060,178,4.5
7853,232,4.5
2869,947,3
1133,84,4.5
11564,291,3.5
1347,297,4
5632,158,4
13772,29,3.5
23725,509,3.5
878,4,3.5
9828,418,2.5
18197,198,3.5
18443,354,2.5
8119,254,3.5
10894,266,4.5
15427,546,4.5
3212,151,2.5
381,572,3.5
1347,958,4.5
2182,216,4
9463,310,2.5
3651,2753,4
1814,2453,3.5
4946,99,2.5
3837,173,4
1832,977,3.5
4419,103,2.5
6853,163,4.5
8189,27,3.5
24409,674,3.5
15958,30,5
17798,354,2.5
7760,614,1.5
16876,200,4.5
2282,1295,1
11173,33,3
3532,152,3.5
367,99,3
5764,942,4.5
3220,620,2.5
4101,123,3.5
9789,1515,2.5
3733,328,4
7316,176,3.5
2737,99,4.5
6103,220,3.5
6247,989,3.5
663,1134,3.5
5144,47,1.5
909,693,3
3395,210,4.5
6060,298,2.5
30489,163,4.5
14892,146,2.5
334,163,3.5
26456,486,4.5
5383,660,0.5
87,1946,5
25734,509,2.5
3852,352,2.5
22246,135,4.5
5414,1326,3
16598,27,4.5
18652,142,3.5
1768,965,4
6756,2787,4.5
7715,584,3
11563,72,2.5
19453,636,2.5
8443,77,4.5
1987,1288,1.5
2471,30,4.5
23300,96,2
15537,1265,4.5
13584,139,5
6812,509,2.5
15079,652,3.5
18217,118,4.5
13789,498,4.5
4386,149,3
2182,2352,4.5
5699,1156,2.5
17102,1434,3.5
920,508,2.5
13728,251,3
11525,173,3.5
12132,530,3
31857,198,3.5
1807,60,3.5
9814,146,3.5
11228,39,1.5
1090,542,1.5
18037,96,5
10692,338,5
6538,222,4.5
22909,268,4.5
12882,1067,4.5
1320,337,2
9404,48,4
11231,109,4.5
391,1688,2.5
3990,11,4.5
1952,902,2.5
15350,30,4.5
5666,222,4.5
376,589,2.5
9027,198,4.5
23314,3,2.5
4205,8,4.5
846,181,3
4516,636,1.5
26756,1236,4.5
415,1942,2
3851,554,4.5
10644,511,0.5
93,43,4
13650,418,4.5
10517,58,3
29807,549,2.5
19704,316,4.5
14081,3,4.5
703,809,1
6292,63,3.5
5052,180,4
1000,4,3
13091,1408,4.5
12251,67,2.5
3180,104,3
18968,549,2.5
6982,1270,3.5
14498,198,1.5
23189,17,4.5
12850,298,2.5
11670,610,1.5
12471,844,4.5
251,722,3.5
7707,121,2.5
22722,1309,3.5
8516,96,5
31670,13,4.5
3121,33,2.5
5527,20,5
3717,44,4
17880,927,2.5
21463,59,3.5
9490,2177,3.5
5965,169,3
1895,31,3.5
1930,365,1.5
16196,107,2.5
24574,96,3.5
5700,477,2
3019,48,4
7903,40,4
16546,117,4.5
18686,873,4.5
1536,58,3
7615,358,4.5
15650,92,3.5
378,87,3
15113,127,3.5
11348,623,3.5
3837,471,2
7238,283,4
2438,39,2.5
17502,448,1.5
591,2923,3
837,334,4
3962,10,3.5
24186,96,4
3265,789,3.5
444,73,4
21944,324,4.5
2459,333,4.5
190,80,4.5
6949,989,3.5
461,2077,4
981,226,2.5
550,49,4.5
27370,64,3.5
11353,93,2.5
78,216,3
1758,1087,4
2528,873,4.5
22479,146,4.5
25476,580,0
7200,282,3.5
2630,2266,2.5
12189,252,2.5
5261,118,4.5
13180,536,5
18464,63,2.5
32476,135,3.5
7921,2501,3
5318,190,3
2502,1953,3.5
185,49,4.5
15903,58,4.5
26966,31,3.5
15640,3,2.5
7321,803,5
1142,350,3.5
2067,324,3.5
7434,526,3.5
12146,317,3.5
6467,585,4.5
204,403,4.5
1219,142,4
1652,580,4.5
600,584,3.5
5058,107,2.5
591,637,3.5
7318,41,4
22556,578,2.5
285,1053,2.5
26509,67,4.5
24032,158,4.5
5086,207,3.5
22429,11,4.5
1279,30,3.5
2578,181,4
8090,773,5
6936,169,4
15689,72,4.5
8511,371,4.5
11871,689,2
33892,378,4.5
8301,109,2
556,543,2
733,221,4.5
8294,73,3
15447,589,3.5
1194,3035,3.5
350,689,2.5
14612,261,4
3680,589,1.5
190,2216,3.5
2320,2109,4
8014,201,1
24677,118,4.5
5527,1287,2.5
14371,220,4
13097,2382,4.5
12868,43,1.5
5114,480,2.5
12351,118,4
1847,123,3.5
13294,29,3.5
11592,127,3.5
